seed,condition,method,value,fired
8,M1,PartialCorr,4.030066165238068e-21,1
8,M1,ResidualDCor,0.004975124378109453,1
8,M2,CMI,0.004975124378109453,1
8,M2,Pearson,0.004975124378109453,1
8,M2,PartialCorr,8.131010775797949e-57,1
8,M2,ResidualDCor,0.004975124378109453,1
8,M3,CMI,0.6467661691542289,0
8,M3,Pearson,0.024875621890547265,1
8,M3,PartialCorr,0.09098076156416131,0
8,M3,ResidualDCor,0.2935323383084577,0
9,M1,CMI,0.004975124378109453,1
9,M1,Pearson,0.004975124378109453,1
9,M1,PartialCorr,1.1023556672286176e-14,1
9,M1,ResidualDCor,0.004975124378109453,1
9,M2,CMI,0.004975124378109453,1
9,M2,Pearson,0.004975124378109453,1
9,M2,PartialCorr,3.319013962929594e-75,1
9,M2,ResidualDCor,0.004975124378109453,1
9,M3,CMI,0.3880597014925373,0
9,M3,Pearson,0.0845771144278607,0
9,M3,PartialCorr,0.9962353693891653,0
9,M3,ResidualDCor,0.5870646766169154,0
10,M1,CMI,0.029850746268656716,1
10,M1,Pearson,0.004975124378109453,1
10,M1,PartialCorr,1.0493613974661505e-10,1
10,M1,ResidualDCor,0.004975124378109453,1
10,M2,CMI,0.004975124378109453,1
10,M2,Pearson,0.004975124378109453,1
10,M2,PartialCorr,1.867553412892176e-40,1
10,M2,ResidualDCor,0.004975124378109453,1
10,M3,CMI,0.2537313432835821,0
10,M3,Pearson,0.03482587064676617,1
10,M3,PartialCorr,0.3171625163103809,0
10,M3,ResidualDCor,0.19900497512437812,0
11,M1,CMI,0.009950248756218905,1
11,M1,Pearson,0.004975124378109453,1
11,M1,PartialCorr,2.397918094827912e-12,1
11,M1,ResidualDCor,0.004975124378109453,1
11,M2,CMI,0.004975124378109453,1
11,M2,Pearson,0.004975124378109453,1
11,M2,PartialCorr,1.254495352155199e-56,1
11,M2,ResidualDCor,0.004975124378109453,1
11,M3,CMI,0.27860696517412936,0
11,M3,Pearson,0.004975124378109453,1
11,M3,PartialCorr,3.25469847109068e-08,1
11,M3,ResidualDCor,0.004975124378109453,1
12,M1,CMI,0.004975124378109453,1
12,M1,Pearson,0.004975124378109453,1
12,M1,PartialCorr,3.0903392652027406e-21,1
12,M1,ResidualDCor,0.004975124378109453,1
12,M2,CMI,0.004975124378109453,1
12,M2,Pearson,0.004975124378109453,1
12,M2,PartialCorr,3.608600800214331e-50,1
12,M2,ResidualDCor,0.004975124378109453,1
12,M3,CMI,0.3582089552238806,0
12,M3,Pearson,0.004975124378109453,1
12,M3,PartialCorr,0.07762771987296684,0
12,M3,ResidualDCor,0.04477611940298507,1
13,M1,CMI,0.004975124378109453,1
13,M1,Pearson,0.004975124378109453,1
13,M1,PartialCorr,8.711497804210194e-27,1
13,M1,ResidualDCor,0.004975124378109453,1
13,M2,CMI,0.004975124378109453,1
13,M2,Pearson,0.004975124378109453,1
13,M2,PartialCorr,2.210121763043386e-36,1
13,M2,ResidualDCor,0.004975124378109453,1
13,M3,CMI,0.7661691542288557,0
13,M3,Pearson,0.004975124378109453,1
13,M3,PartialCorr,2.194570668622004e-06,1
13,M3,ResidualDCor,0.004975124378109453,1
14,M1,CMI,0.004975124378109453,1
14,M1,Pearson,0.004975124378109453,1
14,M1,PartialCorr,3.824585457600816e-22,1
14,M1,ResidualDCor,0.004975124378109453,1
14,M2,CMI,0.004975124378109453,1
14,M2,Pearson,0.004975124378109453,1
14,M2,PartialCorr,1.8465839565563715e-39,1
14,M2,ResidualDCor,0.004975124378109453,1
14,M3,CMI,0.13930348258706468,0
14,M3,Pearson,0.004975124378109453,1
14,M3,PartialCorr,0.0010991855609590834,1
14,M3,ResidualDCor,0.014925373134328358,1
